Closing_price,Highest_price,Last_Modified,Number_of_transactions,Opening_price,Securities_abbreviation,Securities_code,Transaction_date,currency,market,minimum_price,price_limit,trading_volume,ups_downs
8.86,9.0,"Sun, 06 Oct 2024 01:12:57 GMT",12524056,8.46,柘中股份,002346-SZE,2024-09-30,CNY,SZE,8.26,6.6185,108406988.38,0.55
4.31,4.35,"Sun, 06 Oct 2024 01:12:57 GMT",40080502,4.1,泰尔股份,002347-SZE,2024-09-30,CNY,SZE,4.0,8.2915,168084515.5,0.33
2.82,2.84,"Sun, 06 Oct 2024 01:12:57 GMT",28780000,2.65,高乐股份,002348-SZE,2024-09-30,CNY,SZE,2.6,8.8803,78717784.0,0.23
8.0,8.08,"Sun, 06 Oct 2024 01:12:57 GMT",37648599,7.7,精华制药,002349-SZE,2024-09-30,CNY,SZE,7.55,8.4011,295069903.34,0.62
5.66,5.74,"Sun, 06 Oct 2024 01:12:57 GMT",30078900,5.38,北京科锐,002350-SZE,2024-09-30,CNY,SZE,5.22,8.0153,165685614.5,0.42
12.4,12.4,"Sun, 06 Oct 2024 01:12:57 GMT",53721267,11.99,漫步者,002351-SZE,2024-09-30,CNY,SZE,11.5,9.9291,645873093.41,1.12
44.98,45.56,"Sun, 06 Oct 2024 01:12:57 GMT",86042613,43.84,顺丰控股,002352-SZE,2024-09-30,CNY,SZE,43.5,5.3889,3827315590.58,2.3
32.9,33.11,"Sun, 06 Oct 2024 01:12:57 GMT",23250922,30.99,杰瑞股份,002353-SZE,2024-09-30,CNY,SZE,30.38,9.3023,744575707.19,2.8
3.44,3.44,"Sun, 06 Oct 2024 01:12:57 GMT",137219109,3.32,天娱数科,002354-SZE,2024-09-30,CNY,SZE,3.22,9.9042,463739940.88,0.31
5.6,5.64,"Sun, 06 Oct 2024 01:12:57 GMT",62173384,5.29,兴民智通,002355-SZE,2024-09-30,CNY,SZE,5.2,8.5271,339607259.27,0.44
3.37,3.38,"Sun, 06 Oct 2024 01:12:57 GMT",32636913,3.15,赫美集团,002356-SZE,2024-09-30,CNY,SZE,3.15,9.772,107739498.39,0.3
6.09,6.13,"Sun, 06 Oct 2024 01:12:57 GMT",29236420,5.75,富临运业,002357-SZE,2024-09-30,CNY,SZE,5.68,8.75,172763524.68,0.49
3.86,3.88,"Sun, 06 Oct 2024 01:12:57 GMT",50152040,3.63,森源电气,002358-SZE,2024-09-30,CNY,SZE,3.56,9.0395,187166948.22,0.32
5.17,5.17,"Sun, 06 Oct 2024 01:12:57 GMT",13674694,4.88,同德化工,002360-SZE,2024-09-30,CNY,SZE,4.83,10.0,68822505.25,0.47
3.58,3.59,"Sun, 06 Oct 2024 01:12:57 GMT",40318156,3.36,神剑股份,002361-SZE,2024-09-30,CNY,SZE,3.33,9.1463,139894171.54,0.3
18.77,18.79,"Sun, 06 Oct 2024 01:12:57 GMT",18178403,17.68,汉王科技,002362-SZE,2024-09-30,CNY,SZE,17.62,9.8946,332906076.08,1.69
6.85,6.85,"Sun, 06 Oct 2024 01:12:57 GMT",24312316,6.46,隆基机械,002363-SZE,2024-09-30,CNY,SZE,6.26,9.2504,160478398.98,0.58
7.2,7.26,"Sun, 06 Oct 2024 01:12:57 GMT",32317505,6.96,中恒电气,002364-SZE,2024-09-30,CNY,SZE,6.72,8.2707,227015369.41,0.55
8.2,8.27,"Sun, 06 Oct 2024 01:12:57 GMT",12271721,7.8,永安药业,002365-SZE,2024-09-30,CNY,SZE,7.68,8.1794,97805840.84,0.62
3.86,3.86,"Sun, 06 Oct 2024 01:12:57 GMT",55163702,3.7,融发核电,002366-SZE,2024-09-30,CNY,SZE,3.6,9.9715,207584690.42,0.35
6.68,6.74,"Sun, 06 Oct 2024 01:12:57 GMT",23748593,6.45,康力电梯,002367-SZE,2024-09-30,CNY,SZE,6.34,7.0513,156329013.04,0.44
20.53,20.53,"Sun, 06 Oct 2024 01:12:57 GMT",48995931,20.43,太极股份,002368-SZE,2024-09-30,CNY,SZE,19.32,10.0214,984220388.45,1.87
5.48,5.5,"Sun, 06 Oct 2024 01:12:57 GMT",111753190,5.13,卓翼科技,002369-SZE,2024-09-30,CNY,SZE,5.05,9.1633,591847051.46,0.46
3.28,3.31,"Sun, 06 Oct 2024 01:12:57 GMT",71402764,3.15,亚太药业,002370-SZE,2024-09-30,CNY,SZE,3.03,8.6093,227716819.19,0.26
365.98,366.0,"Sun, 06 Oct 2024 01:12:57 GMT",12162426,350.88,北方华创,002371-SZE,2024-09-30,CNY,SZE,342.11,9.805,4333309958.99,32.68
14.96,14.96,"Sun, 06 Oct 2024 01:12:57 GMT",34513133,14.91,伟星新材,002372-SZE,2024-09-30,CNY,SZE,14.03,9.4367,504366989.25,1.29
9.43,9.44,"Sun, 06 Oct 2024 01:12:57 GMT",61990065,8.98,千方科技,002373-SZE,2024-09-30,CNY,SZE,8.94,9.9068,572380403.31,0.85
2.33,2.37,"Sun, 06 Oct 2024 01:12:57 GMT",82703472,2.19,中锐股份,002374-SZE,2024-09-30,CNY,SZE,2.13,7.8704,187078979.19,0.17
3.97,3.97,"Sun, 06 Oct 2024 01:12:57 GMT",35318998,3.79,亚厦股份,002375-SZE,2024-09-30,CNY,SZE,3.67,9.9723,135873673.5,0.36
6.86,6.95,"Sun, 06 Oct 2024 01:12:57 GMT",34138814,6.57,新北洋,002376-SZE,2024-09-30,CNY,SZE,6.43,8.3728,229022826.83,0.53
2.14,2.14,"Sun, 06 Oct 2024 01:12:57 GMT",53639825,2.05,国创高新,002377-SZE,2024-09-30,CNY,SZE,1.96,9.7436,110924439.75,0.19
6.88,6.88,"Sun, 06 Oct 2024 01:12:57 GMT",39258440,6.48,章源钨业,002378-SZE,2024-09-30,CNY,SZE,6.43,10.08,262505143.69,0.63
5.87,5.87,"Sun, 06 Oct 2024 01:12:57 GMT",43978412,5.81,宏创控股,002379-SZE,2024-09-30,CNY,SZE,5.5,7.9044,252251159.67,0.43
18.85,18.94,"Sun, 06 Oct 2024 01:12:57 GMT",13974594,17.85,科远智慧,002380-SZE,2024-09-30,CNY,SZE,17.5,9.2121,255625065.16,1.59
7.3,7.33,"Sun, 06 Oct 2024 01:12:57 GMT",13075114,6.91,双箭股份,002381-SZE,2024-09-30,CNY,SZE,6.81,7.511,92793798.59,0.51
5.32,5.38,"Sun, 06 Oct 2024 01:12:57 GMT",34799170,5.03,蓝帆医疗,002382-SZE,2024-09-30,CNY,SZE,4.97,8.7935,181346123.56,0.43
7.79,7.81,"Sun, 06 Oct 2024 01:12:57 GMT",82009601,7.35,合众思壮,002383-SZE,2024-09-30,CNY,SZE,7.19,9.1036,615834890.15,0.65
23.54,23.58,"Sun, 06 Oct 2024 01:12:57 GMT",109444777,22.0,东山精密,002384-SZE,2024-09-30,CNY,SZE,21.5,9.7948,2482672387.34,2.1
4.78,4.79,"Sun, 06 Oct 2024 01:12:57 GMT",161694060,4.48,大北农,002385-SZE,2024-09-30,CNY,SZE,4.47,9.3822,753447535.42,0.41
4.58,4.62,"Sun, 06 Oct 2024 01:12:57 GMT",38643567,4.4,天原股份,002386-SZE,2024-09-30,CNY,SZE,4.32,7.5117,173620772.49,0.32
7.55,7.55,"Sun, 06 Oct 2024 01:12:57 GMT",62286412,7.22,维信诺,002387-SZE,2024-09-30,CNY,SZE,7.05,10.0583,456175240.85,0.69
4.71,4.71,"Sun, 06 Oct 2024 01:12:57 GMT",73748603,4.39,新亚制程,002388-SZE,2024-09-30,CNY,SZE,4.32,10.0467,336259005.6,0.43
17.08,17.08,"Sun, 06 Oct 2024 01:12:57 GMT",43444147,16.2,航天彩虹,002389-SZE,2024-09-30,CNY,SZE,16.1,9.9807,725128431.7,1.55
3.68,3.73,"Sun, 06 Oct 2024 01:12:57 GMT",51453649,3.5,信邦制药,002390-SZE,2024-09-30,CNY,SZE,3.48,8.2353,185358651.63,0.28
5.27,5.28,"Sun, 06 Oct 2024 01:12:57 GMT",30069533,4.93,长青股份,002391-SZE,2024-09-30,CNY,SZE,4.93,8.2136,152076673.68,0.4
3.8,3.8,"Sun, 06 Oct 2024 01:12:57 GMT",45551857,3.78,北京利尔,002392-SZE,2024-09-30,CNY,SZE,3.56,10.1449,169808408.19,0.35
17.68,17.76,"Sun, 06 Oct 2024 01:12:57 GMT",7357621,16.88,力生制药,002393-SZE,2024-09-30,CNY,SZE,16.61,7.8707,126951361.05,1.29
7.66,7.73,"Sun, 06 Oct 2024 01:12:57 GMT",29158095,7.3,联发股份,002394-SZE,2024-09-30,CNY,SZE,7.0,7.4334,215875371.34,0.53
15.33,15.5,"Sun, 06 Oct 2024 01:12:57 GMT",19075813,14.77,双象股份,002395-SZE,2024-09-30,CNY,SZE,14.3,7.5789,285759591.34,1.08
16.65,16.75,"Sun, 06 Oct 2024 01:12:57 GMT",26441930,15.72,星网锐捷,002396-SZE,2024-09-30,CNY,SZE,15.68,8.8947,429293944.91,1.36
2.45,2.46,"Sun, 06 Oct 2024 01:12:57 GMT",35615490,2.31,梦洁股份,002397-SZE,2024-09-30,CNY,SZE,2.26,9.375,84156654.48,0.21
4.08,4.1,"Sun, 06 Oct 2024 01:12:57 GMT",20896384,3.99,垒知集团,002398-SZE,2024-09-30,CNY,SZE,3.8,9.0909,83042403.41,0.34
11.4,11.4,"Sun, 06 Oct 2024 01:12:57 GMT",12239154,10.61,海普瑞,002399-SZE,2024-09-30,CNY,SZE,10.61,9.6154,135786963.98,1.0
5.59,5.63,"Sun, 06 Oct 2024 01:12:57 GMT",145017545,5.35,省广集团,002400-SZE,2024-09-30,CNY,SZE,5.23,8.3333,791044997.06,0.43
17.42,17.5,"Sun, 06 Oct 2024 01:12:57 GMT",23890681,16.4,中远海科,002401-SZE,2024-09-30,CNY,SZE,16.18,8.4682,405300281.98,1.36
11.41,11.44,"Sun, 06 Oct 2024 01:12:57 GMT",51477763,10.88,和而泰,002402-SZE,2024-09-30,CNY,SZE,10.76,9.0822,574925794.45,0.95
7.93,7.97,"Sun, 06 Oct 2024 01:12:57 GMT",23592580,7.6,爱仕达,002403-SZE,2024-09-30,CNY,SZE,7.34,7.8912,181546633.6,0.58
6.11,6.17,"Sun, 06 Oct 2024 01:12:57 GMT",23360519,5.86,嘉欣丝绸,002404-SZE,2024-09-30,CNY,SZE,5.75,7.0053,139582708.68,0.4
9.38,9.4,"Sun, 06 Oct 2024 01:12:57 GMT",229287884,9.0,四维图新,002405-SZE,2024-09-30,CNY,SZE,8.63,9.5794,2083217771.96,0.82
5.95,5.98,"Sun, 06 Oct 2024 01:12:57 GMT",68128246,5.65,远东传动,002406-SZE,2024-09-30,CNY,SZE,5.53,8.3789,393340317.32,0.46
12.52,12.52,"Sun, 06 Oct 2024 01:12:57 GMT",55834548,12.28,多氟多,002407-SZE,2024-09-30,CNY,SZE,11.89,10.0176,687936704.92,1.14
5.76,5.82,"Sun, 06 Oct 2024 01:12:57 GMT",42158698,5.44,齐翔腾达,002408-SZE,2024-09-30,CNY,SZE,5.44,8.4746,238953539.98,0.45
61.38,61.38,"Sun, 06 Oct 2024 01:12:57 GMT",21142180,58.98,雅克科技,002409-SZE,2024-09-30,CNY,SZE,56.71,10.0,1258241466.77,5.58
13.52,13.52,"Sun, 06 Oct 2024 01:12:57 GMT",76333107,13.52,广联达,002410-SZE,2024-09-30,CNY,SZE,13.18,10.0081,1026310885.55,1.23
6.15,6.2,"Sun, 06 Oct 2024 01:12:57 GMT",20533341,5.91,汉森制药,002412-SZE,2024-09-30,CNY,SZE,5.72,8.6572,122673079.47,0.49
4.28,4.28,"Sun, 06 Oct 2024 01:12:57 GMT",78198358,4.03,雷科防务,002413-SZE,2024-09-30,CNY,SZE,4.0,9.7436,326255752.16,0.38
7.34,7.42,"Sun, 06 Oct 2024 01:12:57 GMT",118821496,7.0,高德红外,002414-SZE,2024-09-30,CNY,SZE,6.92,8.1001,854445217.37,0.55
32.29,32.32,"Sun, 06 Oct 2024 01:12:57 GMT",142607287,31.02,海康威视,002415-SZE,2024-09-30,CNY,SZE,30.6,8.7572,4514701467.78,2.6
11.1,11.16,"Sun, 06 Oct 2024 01:12:57 GMT",45854914,10.73,爱施德,002416-SZE,2024-09-30,CNY,SZE,10.45,7.8717,496428513.95,0.81
2.44,2.46,"Sun, 06 Oct 2024 01:12:57 GMT",89443802,2.33,康盛股份,002418-SZE,2024-09-30,CNY,SZE,2.26,8.4444,212093205.8,0.19
4.98,5.07,"Sun, 06 Oct 2024 01:12:57 GMT",41382100,4.8,天虹股份,002419-SZE,2024-09-30,CNY,SZE,4.66,7.7922,201857228.65,0.36
5.87,5.9,"Sun, 06 Oct 2024 01:12:57 GMT",40364800,5.6,毅昌科技,002420-SZE,2024-09-30,CNY,SZE,5.44,9.1078,229229141.94,0.49
2.95,2.95,"Sun, 06 Oct 2024 01:12:57 GMT",105085953,2.8,达实智能,002421-SZE,2024-09-30,CNY,SZE,2.79,10.0746,303583160.55,0.27
32.0,32.2,"Sun, 06 Oct 2024 01:12:57 GMT",32942388,30.54,科伦药业,002422-SZE,2024-09-30,CNY,SZE,29.81,7.9258,1027227575.95,2.35
11.88,11.88,"Sun, 06 Oct 2024 01:12:57 GMT",14379823,11.88,中粮资本,002423-SZE,2024-09-30,CNY,SZE,11.88,10.0,170832297.24,1.08
3.77,3.77,"Sun, 06 Oct 2024 01:12:57 GMT",90132414,3.67,ST百灵,002424-SZE,2024-09-30,CNY,SZE,3.56,5.0139,333485449.58,0.18
2.11,2.11,"Sun, 06 Oct 2024 01:12:57 GMT",147068487,2.06,ST凯文,002425-SZE,2024-09-30,CNY,SZE,2.01,4.9751,304080150.82,0.1
2.06,2.09,"Sun, 06 Oct 2024 01:12:57 GMT",297408531,1.98,胜利精密,002426-SZE,2024-09-30,CNY,SZE,1.91,8.4211,596793785.5,0.16
3.53,3.53,"Sun, 06 Oct 2024 01:12:57 GMT",24509994,3.3,尤夫股份,002427-SZE,2024-09-30,CNY,SZE,3.24,9.9688,83781380.32,0.32
13.9,13.91,"Sun, 06 Oct 2024 01:12:57 GMT",76770559,13.0,云南锗业,002428-SZE,2024-09-30,CNY,SZE,12.89,9.3627,1033349624.97,1.19
5.38,5.41,"Sun, 06 Oct 2024 01:12:57 GMT",83092700,5.14,兆驰股份,002429-SZE,2024-09-30,CNY,SZE,5.05,7.8156,435619436.79,0.39
23.63,23.63,"Sun, 06 Oct 2024 01:12:57 GMT",24527671,22.35,杭氧股份,002430-SZE,2024-09-30,CNY,SZE,22.31,10.0093,567295227.21,2.15
1.93,1.94,"Sun, 06 Oct 2024 01:12:57 GMT",56616335,1.81,棕榈股份,002431-SZE,2024-09-30,CNY,SZE,1.79,9.6591,106045636.48,0.17
47.13,47.3,"Sun, 06 Oct 2024 01:12:57 GMT",19819065,44.7,九安医疗,002432-SZE,2024-09-30,CNY,SZE,44.35,8.3947,912277091.34,3.65
6.05,6.05,"Sun, 06 Oct 2024 01:12:57 GMT",31161343,5.7,万里扬,002434-SZE,2024-09-30,CNY,SZE,5.69,10.0,184435919.31,0.55
10.65,10.66,"Sun, 06 Oct 2024 01:12:57 GMT",89433113,10.3,兴森科技,002436-SZE,2024-09-30,CNY,SZE,9.97,9.9071,930992724.11,0.96
2.26,2.27,"Sun, 06 Oct 2024 01:12:57 GMT",152019431,2.12,誉衡药业,002437-SZE,2024-09-30,CNY,SZE,2.11,9.7087,334820001.52,0.2
11.6,11.74,"Sun, 06 Oct 2024 01:12:57 GMT",20752504,11.13,江苏神通,002438-SZE,2024-09-30,CNY,SZE,10.95,8.6142,235956351.04,0.92
17.19,17.19,"Sun, 06 Oct 2024 01:12:57 GMT",56733157,16.31,启明星辰,002439-SZE,2024-09-30,CNY,SZE,16.25,9.9808,958779404.28,1.56
6.73,6.78,"Sun, 06 Oct 2024 01:12:57 GMT",19713989,6.4,闰土股份,002440-SZE,2024-09-30,CNY,SZE,6.31,8.5484,129358855.89,0.53
7.62,7.62,"Sun, 06 Oct 2024 01:12:57 GMT",20397123,7.27,众业达,002441-SZE,2024-09-30,CNY,SZE,6.99,9.7983,149914474.43,0.68
4.79,4.85,"Sun, 06 Oct 2024 01:12:57 GMT",30636375,4.58,龙星化工,002442-SZE,2024-09-30,CNY,SZE,4.47,7.3991,143788791.95,0.33
6.11,6.16,"Sun, 06 Oct 2024 01:12:57 GMT",27103697,5.85,金洲管道,002443-SZE,2024-09-30,CNY,SZE,5.76,7.3814,161662705.33,0.42
31.35,31.35,"Sun, 06 Oct 2024 01:12:57 GMT",29958063,30.0,巨星科技,002444-SZE,2024-09-30,CNY,SZE,29.25,10.0,916104071.88,2.85
2.07,2.1,"Sun, 06 Oct 2024 01:12:57 GMT",128217719,1.98,中南文化,002445-SZE,2024-09-30,CNY,SZE,1.93,7.2539,259586426.13,0.14
6.65,6.66,"Sun, 06 Oct 2024 01:12:57 GMT",72106015,6.32,盛路通信,002446-SZE,2024-09-30,CNY,SZE,6.2,9.9174,466921990.42,0.6
6.35,6.38,"Sun, 06 Oct 2024 01:12:57 GMT",27712503,6.0,中原内配,002448-SZE,2024-09-30,CNY,SZE,5.92,8.7329,170861024.42,0.51
7.94,7.94,"Sun, 06 Oct 2024 01:12:57 GMT",37092576,7.5,国星光电,002449-SZE,2024-09-30,CNY,SZE,7.38,9.3664,284967785.69,0.68
6.47,6.47,"Sun, 06 Oct 2024 01:12:57 GMT",64830396,6.18,摩恩电气,002451-SZE,2024-09-30,CNY,SZE,5.9,9.1062,399870151.88,0.54
8.43,8.47,"Sun, 06 Oct 2024 01:12:57 GMT",41323176,7.97,长高电新,002452-SZE,2024-09-30,CNY,SZE,7.84,7.1156,338349647.89,0.56
5.13,5.13,"Sun, 06 Oct 2024 01:12:57 GMT",79433994,4.73,华软科技,002453-SZE,2024-09-30,CNY,SZE,4.73,9.8501,395134117.52,0.46
6.45,6.5,"Sun, 06 Oct 2024 01:12:57 GMT",23168537,6.15,松芝股份,002454-SZE,2024-09-30,CNY,SZE,6.05,8.4034,145746207.87,0.5
8.32,8.35,"Sun, 06 Oct 2024 01:12:57 GMT",60109736,7.88,百川股份,002455-SZE,2024-09-30,CNY,SZE,7.72,8.7582,485716312.06,0.67
9.95,9.96,"Sun, 06 Oct 2024 01:12:57 GMT",394494821,9.44,欧菲光,002456-SZE,2024-09-30,CNY,SZE,9.3,9.9448,3817559714.76,0.9
9.54,9.59,"Sun, 06 Oct 2024 01:12:57 GMT",46206270,9.3,青龙管业,002457-SZE,2024-09-30,CNY,SZE,8.9,9.4037,429593915.95,0.82
9.46,9.53,"Sun, 06 Oct 2024 01:12:57 GMT",31695511,9.09,益生股份,002458-SZE,2024-09-30,CNY,SZE,8.86,7.7449,293308431.56,0.68
13.55,13.55,"Sun, 06 Oct 2024 01:12:57 GMT",172691867,13.0,晶澳科技,002459-SZE,2024-09-30,CNY,SZE,12.43,9.9838,2271411615.47,1.23
34.47,34.47,"Sun, 06 Oct 2024 01:12:57 GMT",97072993,33.42,赣锋锂业,002460-SZE,2024-09-30,CNY,SZE,32.38,9.9872,3264747135.82,3.13
9.6,9.65,"Sun, 06 Oct 2024 01:12:57 GMT",26376884,9.21,珠江啤酒,002461-SZE,2024-09-30,CNY,SZE,9.13,6.9042,248839084.69,0.62
12.74,12.95,"Sun, 06 Oct 2024 01:12:57 GMT",10731896,12.2,嘉事堂,002462-SZE,2024-09-30,CNY,SZE,12.01,7.7834,133977260.54,0.92
40.16,40.17,"Sun, 06 Oct 2024 01:12:57 GMT",92970967,37.25,沪电股份,002463-SZE,2024-09-30,CNY,SZE,36.32,9.9671,3551220176.43,3.64
10.62,10.63,"Sun, 06 Oct 2024 01:12:57 GMT",84272335,10.12,海格通信,002465-SZE,2024-09-30,CNY,SZE,10.06,9.4845,876097375.58,0.92
35.2,35.2,"Sun, 06 Oct 2024 01:12:57 GMT",113940057,34.8,天齐锂业,002466-SZE,2024-09-30,CNY,SZE,33.5,10.0,3952539603.92,3.2
4.07,4.08,"Sun, 06 Oct 2024 01:12:57 GMT",85755117,3.87,二六三,002467-SZE,2024-09-30,CNY,SZE,3.82,9.4086,340605369.97,0.35
11.53,11.67,"Sun, 06 Oct 2024 01:12:57 GMT",40198519,11.09,申通快递,002468-SZE,2024-09-30,CNY,SZE,10.9,6.6605,455301153.32,0.72
5.65,5.74,"Sun, 06 Oct 2024 01:12:57 GMT",25421029,5.46,三维化学,002469-SZE,2024-09-30,CNY,SZE,5.4,6.203,141840733.81,0.33
1.66,1.67,"Sun, 06 Oct 2024 01:12:57 GMT",140442345,1.59,金正大,002470-SZE,2024-09-30,CNY,SZE,1.54,9.2105,225642212.32,0.14
2.38,2.39,"Sun, 06 Oct 2024 01:12:57 GMT",79432594,2.24,中超控股,002471-SZE,2024-09-30,CNY,SZE,2.21,9.1743,183187358.75,0.2
27.56,27.56,"Sun, 06 Oct 2024 01:12:57 GMT",38567304,26.11,双环传动,002472-SZE,2024-09-30,CNY,SZE,25.94,10.02,1040891529.84,2.51
5.89,5.9,"Sun, 06 Oct 2024 01:12:57 GMT",81501213,5.45,榕基软件,002474-SZE,2024-09-30,CNY,SZE,5.4,9.8881,463961355.89,0.53
43.46,43.95,"Sun, 06 Oct 2024 01:12:57 GMT",160489237,42.0,立讯精密,002475-SZE,2024-09-30,CNY,SZE,41.01,7.3617,6841666995.79,2.98
4.12,4.19,"Sun, 06 Oct 2024 01:12:57 GMT",40494427,3.9,宝莫股份,002476-SZE,2024-09-30,CNY,SZE,3.85,7.2917,163346594.05,0.28
5.45,5.53,"Sun, 06 Oct 2024 01:12:57 GMT",45037493,5.15,常宝股份,002478-SZE,2024-09-30,CNY,SZE,5.15,7.4951,240405952.58,0.38
4.41,4.45,"Sun, 06 Oct 2024 01:12:57 GMT",27298587,4.22,富春环保,002479-SZE,2024-09-30,CNY,SZE,4.12,8.0882,117110678.79,0.33
4.4,4.47,"Sun, 06 Oct 2024 01:12:57 GMT",40387300,4.22,新筑股份,002480-SZE,2024-09-30,CNY,SZE,4.14,6.5375,173624184.96,0.27
4.94,4.94,"Sun, 06 Oct 2024 01:12:57 GMT",50029809,4.63,双塔食品,002481-SZE,2024-09-30,CNY,SZE,4.59,10.0223,240986842.21,0.45
1.85,1.88,"Sun, 06 Oct 2024 01:12:57 GMT",84195710,1.79,广田集团,002482-SZE,2024-09-30,CNY,SZE,1.72,6.9364,151707320.99,0.12
5.11,5.16,"Sun, 06 Oct 2024 01:12:57 GMT",40713841,4.92,润邦股份,002483-SZE,2024-09-30,CNY,SZE,4.86,7.5789,204617217.88,0.36
15.15,15.24,"Sun, 06 Oct 2024 01:12:57 GMT",31990917,14.75,江海股份,002484-SZE,2024-09-30,CNY,SZE,14.19,7.5994,472946562.2,1.07
3.03,3.03,"Sun, 06 Oct 2024 01:12:57 GMT",5142210,2.9,ST雪发,002485-SZE,2024-09-30,CNY,SZE,2.88,4.4828,15111926.9,0.13
2.15,2.15,"Sun, 06 Oct 2024 01:12:57 GMT",49418534,2.0,嘉麟杰,002486-SZE,2024-09-30,CNY,SZE,1.96,10.2564,101480820.54,0.2
22.98,22.98,"Sun, 06 Oct 2024 01:12:57 GMT",34651358,21.8,大金重工,002487-SZE,2024-09-30,CNY,SZE,21.33,9.9522,773495920.79,2.08
8.66,8.66,"Sun, 06 Oct 2024 01:12:57 GMT",35671917,8.05,金固股份,002488-SZE,2024-09-30,CNY,SZE,7.95,9.8985,297421699.18,0.78
3.24,3.26,"Sun, 06 Oct 2024 01:12:57 GMT",88648131,3.07,浙江永强,002489-SZE,2024-09-30,CNY,SZE,3.0,9.4595,278742614.75,0.28
2.18,2.18,"Sun, 06 Oct 2024 01:12:57 GMT",32782312,2.12,ST墨龙,002490-SZE,2024-09-30,CNY,SZE,2.07,4.8077,70146733.31,0.1
3.93,3.97,"Sun, 06 Oct 2024 01:12:57 GMT",39081670,3.8,通鼎互联,002491-SZE,2024-09-30,CNY,SZE,3.69,8.8643,150731144.86,0.32
4.93,4.97,"Sun, 06 Oct 2024 01:12:57 GMT",40031944,4.67,恒基达鑫,002492-SZE,2024-09-30,CNY,SZE,4.39,7.6419,187841201.26,0.35
10.35,10.43,"Sun, 06 Oct 2024 01:12:57 GMT",98997657,10.0,荣盛石化,002493-SZE,2024-09-30,CNY,SZE,9.84,7.2539,1005677776.76,0.7
3.62,3.69,"Sun, 06 Oct 2024 01:12:57 GMT",22993121,3.46,华斯股份,002494-SZE,2024-09-30,CNY,SZE,3.39,7.7381,81270357.23,0.26
1.89,1.89,"Sun, 06 Oct 2024 01:12:57 GMT",67177730,1.78,佳隆股份,002495-SZE,2024-09-30,CNY,SZE,1.72,9.8837,121898519.12,0.17
2.46,2.48,"Sun, 06 Oct 2024 01:12:57 GMT",104999021,2.38,辉丰股份,002496-SZE,2024-09-30,CNY,SZE,2.35,6.4935,254215928.19,0.15
10.87,10.88,"Sun, 06 Oct 2024 01:12:57 GMT",59012967,10.38,雅化集团,002497-SZE,2024-09-30,CNY,SZE,10.29,9.909,626933266.7,0.98
3.49,3.52,"Sun, 06 Oct 2024 01:12:57 GMT",56743183,3.32,汉缆股份,002498-SZE,2024-09-30,CNY,SZE,3.29,8.7227,193673490.77,0.28
6.6,6.6,"Sun, 06 Oct 2024 01:12:57 GMT",194914508,6.47,山西证券,002500-SZE,2024-09-30,CNY,SZE,6.27,10.0,1267485990.16,0.6
1.38,1.38,"Sun, 06 Oct 2024 01:12:57 GMT",170263687,1.28,利源股份,002501-SZE,2024-09-30,CNY,SZE,1.25,10.4,225545697.13,0.13
2.31,2.31,"Sun, 06 Oct 2024 01:12:57 GMT",183989653,2.2,协鑫集成,002506-SZE,2024-09-30,CNY,SZE,2.16,10.0,415447666.54,0.21
15.64,15.7,"Sun, 06 Oct 2024 01:12:57 GMT",45633427,15.0,涪陵榨菜,002507-SZE,2024-09-30,CNY,SZE,14.71,8.8379,696862770.14,1.27
23.18,23.35,"Sun, 06 Oct 2024 01:12:57 GMT",29285687,22.38,老板电器,002508-SZE,2024-09-30,CNY,SZE,22.18,8.0653,667896527.21,1.73
4.36,4.42,"Sun, 06 Oct 2024 01:12:57 GMT",81037020,4.13,天汽模,002510-SZE,2024-09-30,CNY,SZE,4.11,7.3892,346009880.29,0.3
7.95,7.99,"Sun, 06 Oct 2024 01:12:57 GMT",45846943,7.58,中顺洁柔,002511-SZE,2024-09-30,CNY,SZE,7.51,9.5041,356576330.78,0.69
4.2,4.2,"Sun, 06 Oct 2024 01:12:57 GMT",122002706,4.0,达华智能,002512-SZE,2024-09-30,CNY,SZE,3.87,9.9476,498523656.11,0.38
4.16,4.18,"Sun, 06 Oct 2024 01:12:57 GMT",31531748,3.92,蓝丰生化,002513-SZE,2024-09-30,CNY,SZE,3.85,8.0519,126685330.69,0.31
5.28,5.28,"Sun, 06 Oct 2024 01:12:57 GMT",67496532,4.98,宝馨科技,002514-SZE,2024-09-30,CNY,SZE,4.85,10.0,347141485.72,0.48
4.82,4.84,"Sun, 06 Oct 2024 01:12:57 GMT",48214598,4.6,金字火腿,002515-SZE,2024-09-30,CNY,SZE,4.49,7.1111,225626820.88,0.32
4.54,4.56,"Sun, 06 Oct 2024 01:12:57 GMT",35443856,4.33,旷达科技,002516-SZE,2024-09-30,CNY,SZE,4.27,9.3976,156604787.78,0.39
11.89,11.89,"Sun, 06 Oct 2024 01:12:57 GMT",106333463,11.3,恺英网络,002517-SZE,2024-09-30,CNY,SZE,11.25,9.9907,1240357333.62,1.08
19.98,19.98,"Sun, 06 Oct 2024 01:12:57 GMT",22321560,19.0,科士达,002518-SZE,2024-09-30,CNY,SZE,18.64,10.022,435802466.31,1.82
5.28,5.32,"Sun, 06 Oct 2024 01:12:57 GMT",66407054,5.03,银河电子,002519-SZE,2024-09-30,CNY,SZE,4.95,8.642,342165621.53,0.42
