Closing_price,Highest_price,Last_Modified,Number_of_transactions,Opening_price,Securities_abbreviation,Securities_code,Transaction_date,currency,market,minimum_price,price_limit,trading_volume,ups_downs
4.94,4.99,"Sun, 06 Oct 2024 01:12:57 GMT",80754228,4.69,日发精机,002520-SZE,2024-09-30,CNY,SZE,4.53,8.8106,386747335.46,0.4
12.0,12.07,"Sun, 06 Oct 2024 01:12:57 GMT",14847255,11.5,齐峰新材,002521-SZE,2024-09-30,CNY,SZE,11.12,9.2896,174102892.46,1.02
3.78,3.8,"Sun, 06 Oct 2024 01:12:57 GMT",40174148,3.65,浙江众成,002522-SZE,2024-09-30,CNY,SZE,3.5,9.5652,147579890.6,0.33
2.73,2.76,"Sun, 06 Oct 2024 01:12:57 GMT",73166773,2.65,天桥起重,002523-SZE,2024-09-30,CNY,SZE,2.54,7.9051,194322449.42,0.2
4.16,4.21,"Sun, 06 Oct 2024 01:12:57 GMT",29253704,3.96,光正眼科,002524-SZE,2024-09-30,CNY,SZE,3.86,8.6162,118868857.28,0.33
2.61,2.64,"Sun, 06 Oct 2024 01:12:57 GMT",133537864,2.49,山东矿机,002526-SZE,2024-09-30,CNY,SZE,2.41,8.75,338249380.04,0.21
7.42,7.43,"Sun, 06 Oct 2024 01:12:57 GMT",38730554,6.99,新时达,002527-SZE,2024-09-30,CNY,SZE,6.84,9.9259,278645838.63,0.67
2.49,2.49,"Sun, 06 Oct 2024 01:12:57 GMT",81038353,2.4,ST英飞拓,002528-SZE,2024-09-30,CNY,SZE,2.36,5.0633,197312008.81,0.12
7.15,7.21,"Sun, 06 Oct 2024 01:12:57 GMT",37565931,6.7,海源复材,002529-SZE,2024-09-30,CNY,SZE,6.52,8.6626,258903580.47,0.57
7.92,7.92,"Sun, 06 Oct 2024 01:12:57 GMT",65340502,7.45,金财互联,002530-SZE,2024-09-30,CNY,SZE,7.34,9.5436,501542448.51,0.69
8.68,8.68,"Sun, 06 Oct 2024 01:12:57 GMT",53920288,8.21,天顺风能,002531-SZE,2024-09-30,CNY,SZE,8.15,10.0127,455425181.04,0.79
8.56,8.58,"Sun, 06 Oct 2024 01:12:57 GMT",106770182,8.17,天山铝业,002532-SZE,2024-09-30,CNY,SZE,8.17,8.3544,901255182.3,0.66
10.08,10.1,"Sun, 06 Oct 2024 01:12:57 GMT",25027881,9.5,金杯电工,002533-SZE,2024-09-30,CNY,SZE,9.47,8.8553,244989927.15,0.82
11.44,11.44,"Sun, 06 Oct 2024 01:12:57 GMT",14223023,10.99,西子洁能,002534-SZE,2024-09-30,CNY,SZE,10.8,10.0,159964536.46,1.04
3.84,3.84,"Sun, 06 Oct 2024 01:12:57 GMT",61611607,3.6,林州重机,002535-SZE,2024-09-30,CNY,SZE,3.49,10.0287,227576587.98,0.35
10.46,10.54,"Sun, 06 Oct 2024 01:12:57 GMT",33669371,9.98,飞龙股份,002536-SZE,2024-09-30,CNY,SZE,9.68,8.6189,342390772.79,0.83
6.2,6.2,"Sun, 06 Oct 2024 01:12:57 GMT",64036165,5.84,海联金汇,002537-SZE,2024-09-30,CNY,SZE,5.84,9.9291,387555083.74,0.56
5.65,5.7,"Sun, 06 Oct 2024 01:12:57 GMT",28882929,5.36,司尔特,002538-SZE,2024-09-30,CNY,SZE,5.33,8.8632,159324545.0,0.46
8.39,8.48,"Sun, 06 Oct 2024 01:12:57 GMT",32310618,8.0,云图控股,002539-SZE,2024-09-30,CNY,SZE,7.95,7.4264,265913532.39,0.58
5.71,5.75,"Sun, 06 Oct 2024 01:12:57 GMT",29242814,5.5,亚太科技,002540-SZE,2024-09-30,CNY,SZE,5.35,8.1439,163151864.01,0.43
15.18,15.18,"Sun, 06 Oct 2024 01:12:57 GMT",20025892,15.18,鸿路钢构,002541-SZE,2024-09-30,CNY,SZE,14.63,10.0,300734339.05,1.38
1.92,1.94,"Sun, 06 Oct 2024 01:12:57 GMT",93314130,1.82,中化岩土,002542-SZE,2024-09-30,CNY,SZE,1.78,9.0909,174479969.86,0.16
10.49,10.54,"Sun, 06 Oct 2024 01:12:57 GMT",12460158,10.12,万和电气,002543-SZE,2024-09-30,CNY,SZE,9.83,7.1502,127590683.36,0.7
21.01,21.01,"Sun, 06 Oct 2024 01:12:57 GMT",33178484,19.56,普天科技,002544-SZE,2024-09-30,CNY,SZE,19.56,10.0,682285601.42,1.91
6.85,6.96,"Sun, 06 Oct 2024 01:12:57 GMT",27067825,6.65,东方铁塔,002545-SZE,2024-09-30,CNY,SZE,6.53,6.3665,183079876.02,0.41
3.78,3.8,"Sun, 06 Oct 2024 01:12:57 GMT",32163189,3.65,新联电子,002546-SZE,2024-09-30,CNY,SZE,3.51,9.2486,118591816.63,0.32
3.6,3.61,"Sun, 06 Oct 2024 01:12:57 GMT",124429748,3.41,春兴精工,002547-SZE,2024-09-30,CNY,SZE,3.3,9.4225,432736512.05,0.31
4.34,4.35,"Sun, 06 Oct 2024 01:12:57 GMT",43938684,4.03,金新农,002548-SZE,2024-09-30,CNY,SZE,4.01,9.0452,184174146.67,0.36
7.1,7.12,"Sun, 06 Oct 2024 01:12:57 GMT",59074886,6.66,凯美特气,002549-SZE,2024-09-30,CNY,SZE,6.53,9.063,406571287.28,0.59
6.06,6.07,"Sun, 06 Oct 2024 01:12:57 GMT",39077904,5.8,千红制药,002550-SZE,2024-09-30,CNY,SZE,5.68,9.7826,231342501.88,0.54
3.11,3.11,"Sun, 06 Oct 2024 01:12:57 GMT",49074034,2.92,尚荣医疗,002551-SZE,2024-09-30,CNY,SZE,2.86,9.894,148306149.1,0.28
12.82,12.93,"Sun, 06 Oct 2024 01:12:57 GMT",9344930,12.18,宝鼎科技,002552-SZE,2024-09-30,CNY,SZE,12.03,7.7311,117044023.98,0.92
10.47,10.54,"Sun, 06 Oct 2024 01:12:57 GMT",25957200,10.02,南方精工,002553-SZE,2024-09-30,CNY,SZE,9.7,9.0625,263813452.0,0.87
2.68,2.7,"Sun, 06 Oct 2024 01:12:57 GMT",65498555,2.55,惠博普,002554-SZE,2024-09-30,CNY,SZE,2.49,7.6305,170622271.2,0.19
17.9,17.9,"Sun, 06 Oct 2024 01:12:57 GMT",170859191,17.0,三七互娱,002555-SZE,2024-09-30,CNY,SZE,16.53,10.0184,2970286571.07,1.63
5.44,5.48,"Sun, 06 Oct 2024 01:12:57 GMT",31770897,5.15,辉隆股份,002556-SZE,2024-09-30,CNY,SZE,5.14,8.1511,168482292.86,0.41
33.53,34.34,"Sun, 06 Oct 2024 01:12:57 GMT",15662491,32.7,洽洽食品,002557-SZE,2024-09-30,CNY,SZE,32.1,6.7834,520931725.4,2.13
11.81,11.88,"Sun, 06 Oct 2024 01:12:57 GMT",103863303,11.31,巨人网络,002558-SZE,2024-09-30,CNY,SZE,11.09,9.3519,1198840487.49,1.01
8.45,8.49,"Sun, 06 Oct 2024 01:12:57 GMT",50810060,7.98,亚威股份,002559-SZE,2024-09-30,CNY,SZE,7.89,9.0323,417485939.5,0.7
6.1,6.17,"Sun, 06 Oct 2024 01:12:57 GMT",25813189,5.98,通达股份,002560-SZE,2024-09-30,CNY,SZE,5.77,7.5838,154940831.41,0.43
9.29,9.32,"Sun, 06 Oct 2024 01:12:57 GMT",54434768,8.7,徐家汇,002561-SZE,2024-09-30,CNY,SZE,8.68,9.2941,493889618.74,0.79
3.95,3.98,"Sun, 06 Oct 2024 01:12:57 GMT",56085868,3.8,兄弟科技,002562-SZE,2024-09-30,CNY,SZE,3.67,7.6294,215222836.2,0.28
6.31,6.31,"Sun, 06 Oct 2024 01:12:57 GMT",55908294,5.95,森马服饰,002563-SZE,2024-09-30,CNY,SZE,5.94,9.9303,348170664.14,0.57
3.21,3.22,"Sun, 06 Oct 2024 01:12:57 GMT",36909854,3.07,*ST天沃,002564-SZE,2024-09-30,CNY,SZE,3.01,4.2208,115451563.72,0.13
3.02,3.02,"Sun, 06 Oct 2024 01:12:57 GMT",72543271,2.85,顺灏股份,002565-SZE,2024-09-30,CNY,SZE,2.79,9.8182,211620268.45,0.27
7.16,7.26,"Sun, 06 Oct 2024 01:12:57 GMT",10782852,6.83,益盛药业,002566-SZE,2024-09-30,CNY,SZE,6.72,6.8657,75652666.7,0.46
5.77,5.79,"Sun, 06 Oct 2024 01:12:57 GMT",128293273,5.45,唐人神,002567-SZE,2024-09-30,CNY,SZE,5.3,9.2803,713058801.46,0.49
23.05,23.14,"Sun, 06 Oct 2024 01:12:57 GMT",41063612,22.06,百润股份,002568-SZE,2024-09-30,CNY,SZE,21.15,9.2417,916911741.76,1.95
6.66,6.7,"Sun, 06 Oct 2024 01:12:57 GMT",2662068,6.46,ST步森,002569-SZE,2024-09-30,CNY,SZE,6.42,4.2254,17404610.56,0.27
3.47,3.47,"Sun, 06 Oct 2024 01:12:57 GMT",12149944,3.47,贝因美,002570-SZE,2024-09-30,CNY,SZE,3.47,10.1587,42160305.68,0.32
4.76,4.81,"Sun, 06 Oct 2024 01:12:57 GMT",21679700,4.52,德力股份,002571-SZE,2024-09-30,CNY,SZE,4.44,7.6923,100492151.27,0.34
18.14,18.34,"Sun, 06 Oct 2024 01:12:57 GMT",48303009,17.99,索菲亚,002572-SZE,2024-09-30,CNY,SZE,17.4,7.7197,867526812.91,1.3
4.07,4.11,"Sun, 06 Oct 2024 01:12:57 GMT",21556458,3.88,清新环境,002573-SZE,2024-09-30,CNY,SZE,3.84,8.5333,85831566.12,0.32
4.95,4.99,"Sun, 06 Oct 2024 01:12:57 GMT",22542800,4.75,明牌珠宝,002574-SZE,2024-09-30,CNY,SZE,4.51,8.5526,107938754.0,0.39
5.4,5.51,"Sun, 06 Oct 2024 01:12:57 GMT",15482000,5.2,群兴玩具,002575-SZE,2024-09-30,CNY,SZE,5.07,6.9307,81908990.0,0.35
13.44,13.58,"Sun, 06 Oct 2024 01:12:57 GMT",12400901,12.82,通达动力,002576-SZE,2024-09-30,CNY,SZE,12.55,8.2126,162360192.76,1.02
15.0,15.06,"Sun, 06 Oct 2024 01:12:57 GMT",16984712,14.12,雷柏科技,002577-SZE,2024-09-30,CNY,SZE,13.8,9.569,246490536.63,1.31
3.02,3.05,"Sun, 06 Oct 2024 01:12:57 GMT",42339600,2.88,闽发铝业,002578-SZE,2024-09-30,CNY,SZE,2.8,8.6331,124516105.0,0.24
7.93,7.93,"Sun, 06 Oct 2024 01:12:57 GMT",49682844,7.5,中京电子,002579-SZE,2024-09-30,CNY,SZE,7.3,9.9861,381986873.31,0.72
7.61,7.66,"Sun, 06 Oct 2024 01:12:57 GMT",30567026,7.26,圣阳股份,002580-SZE,2024-09-30,CNY,SZE,7.07,9.0258,225861341.56,0.63
10.8,10.8,"Sun, 06 Oct 2024 01:12:57 GMT",11842268,10.21,未名医药,002581-SZE,2024-09-30,CNY,SZE,10.1,9.9796,125264372.02,0.98
6.28,6.36,"Sun, 06 Oct 2024 01:12:57 GMT",54542311,6.0,好想你,002582-SZE,2024-09-30,CNY,SZE,5.76,6.9847,330684743.04,0.41
6.67,6.67,"Sun, 06 Oct 2024 01:12:57 GMT",336178058,6.06,海能达,002583-SZE,2024-09-30,CNY,SZE,6.06,10.066,2204284686.43,0.61
7.51,7.55,"Sun, 06 Oct 2024 01:12:57 GMT",89328417,7.19,西陇科学,002584-SZE,2024-09-30,CNY,SZE,6.9,9.157,648222212.36,0.63
5.69,5.69,"Sun, 06 Oct 2024 01:12:57 GMT",40069291,5.44,双星新材,002585-SZE,2024-09-30,CNY,SZE,5.36,10.058,223779982.49,0.52
1.77,1.82,"Sun, 06 Oct 2024 01:12:57 GMT",43655800,1.74,*ST围海,002586-SZE,2024-09-30,CNY,SZE,1.69,-0.5618,75374851.0,-0.01
6.5,6.5,"Sun, 06 Oct 2024 01:12:57 GMT",64704741,6.1,奥拓电子,002587-SZE,2024-09-30,CNY,SZE,6.01,9.9831,406232441.9,0.59
7.9,7.92,"Sun, 06 Oct 2024 01:12:57 GMT",46920656,7.4,史丹利,002588-SZE,2024-09-30,CNY,SZE,7.21,9.7222,356198965.77,0.7
2.9,2.9,"Sun, 06 Oct 2024 01:12:57 GMT",77263311,2.72,瑞康医药,002589-SZE,2024-09-30,CNY,SZE,2.68,9.8485,218834556.87,0.26
15.77,15.8,"Sun, 06 Oct 2024 01:12:57 GMT",56833537,14.77,万安科技,002590-SZE,2024-09-30,CNY,SZE,14.38,9.7425,859627865.12,1.4
5.05,5.08,"Sun, 06 Oct 2024 01:12:57 GMT",34824497,4.82,恒大高新,002591-SZE,2024-09-30,CNY,SZE,4.65,7.906,170442811.68,0.37
4.59,4.59,"Sun, 06 Oct 2024 01:12:57 GMT",11300613,4.49,ST八菱,002592-SZE,2024-09-30,CNY,SZE,4.4,5.0343,51147138.76,0.22
3.18,3.2,"Sun, 06 Oct 2024 01:12:57 GMT",42061370,3.01,日上集团,002593-SZE,2024-09-30,CNY,SZE,2.94,8.1633,129548328.48,0.24
307.31,308.08,"Sun, 06 Oct 2024 01:12:57 GMT",38880459,290.0,比亚迪,002594-SZE,2024-09-30,CNY,SZE,290.0,8.2116,11640545413.1,23.32
46.28,46.5,"Sun, 06 Oct 2024 01:12:57 GMT",7707520,43.07,豪迈科技,002595-SZE,2024-09-30,CNY,SZE,43.01,8.8941,347662048.28,3.78
2.31,2.34,"Sun, 06 Oct 2024 01:12:57 GMT",113086391,2.24,海南瑞泽,002596-SZE,2024-09-30,CNY,SZE,2.15,7.4419,255559162.61,0.16
25.35,25.4,"Sun, 06 Oct 2024 01:12:57 GMT",30003341,23.89,金禾实业,002597-SZE,2024-09-30,CNY,SZE,23.53,9.7878,743466968.25,2.26
8.37,8.45,"Sun, 06 Oct 2024 01:12:57 GMT",15004538,8.0,山东章鼓,002598-SZE,2024-09-30,CNY,SZE,7.87,8.4197,122627208.64,0.65
5.67,5.73,"Sun, 06 Oct 2024 01:12:57 GMT",40568960,5.42,盛通股份,002599-SZE,2024-09-30,CNY,SZE,5.31,8.0,225321097.8,0.42
7.51,7.56,"Sun, 06 Oct 2024 01:12:57 GMT",412087539,7.13,领益智造,002600-SZE,2024-09-30,CNY,SZE,7.0,9.157,3002367485.25,0.63
20.77,20.85,"Sun, 06 Oct 2024 01:12:57 GMT",52202166,20.05,龙佰集团,002601-SZE,2024-09-30,CNY,SZE,19.96,7.1723,1064297873.49,1.39
4.17,4.17,"Sun, 06 Oct 2024 01:12:57 GMT",325819693,3.98,世纪华通,002602-SZE,2024-09-30,CNY,SZE,3.95,10.0264,1337835846.06,0.38
18.02,18.15,"Sun, 06 Oct 2024 01:12:57 GMT",51704695,17.0,以岭药业,002603-SZE,2024-09-30,CNY,SZE,16.99,8.5542,914124094.52,1.42
25.32,25.32,"Sun, 06 Oct 2024 01:12:57 GMT",23977188,24.0,姚记科技,002605-SZE,2024-09-30,CNY,SZE,23.91,9.9913,594702753.65,2.3
9.92,9.98,"Sun, 06 Oct 2024 01:12:57 GMT",36721568,9.5,大连电瓷,002606-SZE,2024-09-30,CNY,SZE,9.17,7.4756,353816244.56,0.69
2.75,2.75,"Sun, 06 Oct 2024 01:12:57 GMT",844112405,2.6,中公教育,002607-SZE,2024-09-30,CNY,SZE,2.55,10.0,2259553488.89,0.25
8.06,8.13,"Sun, 06 Oct 2024 01:12:57 GMT",32896360,7.62,江苏国信,002608-SZE,2024-09-30,CNY,SZE,7.54,8.4791,258218554.14,0.63
8.41,8.42,"Sun, 06 Oct 2024 01:12:57 GMT",22476000,7.9,捷顺科技,002609-SZE,2024-09-30,CNY,SZE,7.83,9.9346,183780374.31,0.76
6.33,6.37,"Sun, 06 Oct 2024 01:12:57 GMT",133641538,5.95,东方精工,002611-SZE,2024-09-30,CNY,SZE,5.86,8.3904,820513553.11,0.49
16.76,16.76,"Sun, 06 Oct 2024 01:12:57 GMT",17127315,16.12,朗姿股份,002612-SZE,2024-09-30,CNY,SZE,15.77,9.9738,281388972.69,1.52
3.91,3.94,"Sun, 06 Oct 2024 01:12:57 GMT",40686003,3.78,北玻股份,002613-SZE,2024-09-30,CNY,SZE,3.65,8.011,155447950.26,0.29
6.55,6.59,"Sun, 06 Oct 2024 01:12:57 GMT",25294435,6.2,奥佳华,002614-SZE,2024-09-30,CNY,SZE,6.04,9.3489,161017716.8,0.56
7.91,7.96,"Sun, 06 Oct 2024 01:12:57 GMT",39113370,7.45,哈尔斯,002615-SZE,2024-09-30,CNY,SZE,7.29,8.5048,299052380.48,0.62
4.52,4.56,"Sun, 06 Oct 2024 01:12:57 GMT",19744704,4.27,长青集团,002616-SZE,2024-09-30,CNY,SZE,4.2,8.6538,86512175.56,0.36
6.45,6.45,"Sun, 06 Oct 2024 01:12:57 GMT",126185219,6.22,露笑科技,002617-SZE,2024-09-30,CNY,SZE,6.12,10.0683,802586078.84,0.59
3.19,3.19,"Sun, 06 Oct 2024 01:12:57 GMT",22607950,3.1,瑞和股份,002620-SZE,2024-09-30,CNY,SZE,2.9,8.5034,69481954.5,0.25
1.98,1.98,"Sun, 06 Oct 2024 01:12:57 GMT",65418292,1.9,皓宸医疗,002622-SZE,2024-09-30,CNY,SZE,1.83,10.0,125818770.56,0.18
17.64,17.75,"Sun, 06 Oct 2024 01:12:57 GMT",6337612,16.71,亚玛顿,002623-SZE,2024-09-30,CNY,SZE,16.55,8.5538,109616412.86,1.39
9.6,9.63,"Sun, 06 Oct 2024 01:12:57 GMT",112997376,9.0,完美世界,002624-SZE,2024-09-30,CNY,SZE,9.0,9.0909,1057624733.56,0.8
24.98,24.98,"Sun, 06 Oct 2024 01:12:57 GMT",56837228,23.9,光启技术,002625-SZE,2024-09-30,CNY,SZE,23.9,9.9956,1399385289.23,2.27
15.83,15.9,"Sun, 06 Oct 2024 01:12:57 GMT",18294015,15.09,金达威,002626-SZE,2024-09-30,CNY,SZE,14.98,9.022,283387081.65,1.31
5.45,5.45,"Sun, 06 Oct 2024 01:12:57 GMT",27650630,5.16,三峡旅游,002627-SZE,2024-09-30,CNY,SZE,5.06,8.3499,145448815.86,0.42
2.6,2.62,"Sun, 06 Oct 2024 01:12:57 GMT",43222591,2.45,成都路桥,002628-SZE,2024-09-30,CNY,SZE,2.4,8.7866,108625401.99,0.21
2.3,2.3,"Sun, 06 Oct 2024 01:12:57 GMT",39853254,2.16,仁智股份,002629-SZE,2024-09-30,CNY,SZE,2.1,10.0478,88469677.5,0.21
2.94,2.94,"Sun, 06 Oct 2024 01:12:57 GMT",70234162,2.72,华西能源,002630-SZE,2024-09-30,CNY,SZE,2.72,9.2937,199843133.76,0.25
4.8,4.8,"Sun, 06 Oct 2024 01:12:57 GMT",28473268,4.47,德尔未来,002631-SZE,2024-09-30,CNY,SZE,4.4,10.0917,131621388.36,0.44
8.22,8.26,"Sun, 06 Oct 2024 01:12:57 GMT",51235559,7.76,道明光学,002632-SZE,2024-09-30,CNY,SZE,7.59,9.1633,407554951.93,0.69
8.98,8.99,"Sun, 06 Oct 2024 01:12:57 GMT",8903423,8.24,申科股份,002633-SZE,2024-09-30,CNY,SZE,8.1,9.6459,75828096.79,0.79
3.63,3.66,"Sun, 06 Oct 2024 01:12:57 GMT",26829198,3.45,棒杰股份,002634-SZE,2024-09-30,CNY,SZE,3.33,9.009,94354380.27,0.3
16.89,16.89,"Sun, 06 Oct 2024 01:12:57 GMT",45762126,16.0,安洁科技,002635-SZE,2024-09-30,CNY,SZE,15.64,10.0326,754881967.49,1.54
7.97,7.98,"Sun, 06 Oct 2024 01:12:57 GMT",19295079,7.5,金安国纪,002636-SZE,2024-09-30,CNY,SZE,7.35,9.7796,148922620.42,0.71
9.46,9.46,"Sun, 06 Oct 2024 01:12:57 GMT",11545325,8.88,赞宇科技,002637-SZE,2024-09-30,CNY,SZE,8.8,9.1119,105204024.77,0.79
2.18,2.19,"Sun, 06 Oct 2024 01:12:57 GMT",46528592,2.03,勤上股份,002638-SZE,2024-09-30,CNY,SZE,2.0,9.0,97983796.71,0.18
6.12,6.15,"Sun, 06 Oct 2024 01:12:57 GMT",43240976,5.82,雪人股份,002639-SZE,2024-09-30,CNY,SZE,5.68,9.2857,258080784.71,0.52
2.67,2.67,"Sun, 06 Oct 2024 01:12:57 GMT",464236213,2.45,跨境通,002640-SZE,2024-09-30,CNY,SZE,2.36,9.8765,1171287466.7,0.24
4.56,4.61,"Sun, 06 Oct 2024 01:12:57 GMT",38896193,4.36,公元股份,002641-SZE,2024-09-30,CNY,SZE,4.28,7.8014,173796198.95,0.33
7.46,7.48,"Sun, 06 Oct 2024 01:12:57 GMT",95865549,7.24,荣联科技,002642-SZE,2024-09-30,CNY,SZE,6.97,9.7059,695475210.57,0.66
10.37,10.37,"Sun, 06 Oct 2024 01:12:57 GMT",35133551,9.98,万润股份,002643-SZE,2024-09-30,CNY,SZE,9.83,9.9682,357344835.1,0.94
7.93,7.98,"Sun, 06 Oct 2024 01:12:57 GMT",20158013,7.52,佛慈制药,002644-SZE,2024-09-30,CNY,SZE,7.36,7.7446,154919558.99,0.57
7.76,7.78,"Sun, 06 Oct 2024 01:12:57 GMT",21216389,7.38,华宏科技,002645-SZE,2024-09-30,CNY,SZE,7.09,9.7595,158563045.89,0.69
11.32,11.42,"Sun, 06 Oct 2024 01:12:57 GMT",25124813,10.73,天佑德酒,002646-SZE,2024-09-30,CNY,SZE,10.43,8.5331,276734495.06,0.89
5.92,5.92,"Sun, 06 Oct 2024 01:12:57 GMT",74492974,5.62,仁东控股,002647-SZE,2024-09-30,CNY,SZE,5.37,10.0372,424473737.71,0.54
18.67,18.81,"Sun, 06 Oct 2024 01:12:57 GMT",58479841,17.86,卫星化学,002648-SZE,2024-09-30,CNY,SZE,17.75,6.6248,1071984593.57,1.16
10.66,10.66,"Sun, 06 Oct 2024 01:12:57 GMT",53692681,10.21,博彦科技,002649-SZE,2024-09-30,CNY,SZE,10.21,10.0103,563744808.13,0.97
2.34,2.36,"Sun, 06 Oct 2024 01:12:57 GMT",23121698,2.34,ST加加,002650-SZE,2024-09-30,CNY,SZE,2.24,3.5398,53300429.74,0.08
5.9,5.93,"Sun, 06 Oct 2024 01:12:57 GMT",25491630,5.73,利君股份,002651-SZE,2024-09-30,CNY,SZE,5.36,9.2593,146319035.9,0.5
3.08,3.11,"Sun, 06 Oct 2024 01:12:57 GMT",57007724,2.84,扬子新材,002652-SZE,2024-09-30,CNY,SZE,2.84,6.9444,170431504.5,0.2
36.96,36.96,"Sun, 06 Oct 2024 01:12:57 GMT",6420281,34.3,海思科,002653-SZE,2024-09-30,CNY,SZE,33.7,10.0,228910532.2,3.36
11.49,11.55,"Sun, 06 Oct 2024 01:12:57 GMT",108225297,10.85,万润科技,002654-SZE,2024-09-30,CNY,SZE,10.47,9.0133,1199565406.9,0.95
11.39,11.39,"Sun, 06 Oct 2024 01:12:57 GMT",27223056,10.59,共达电声,002655-SZE,2024-09-30,CNY,SZE,10.59,10.0483,301875199.0,1.04
1.13,1.13,"Sun, 06 Oct 2024 01:12:57 GMT",53352276,1.11,ST摩登,002656-SZE,2024-09-30,CNY,SZE,1.05,4.6296,58552203.89,0.05
15.9,15.9,"Sun, 06 Oct 2024 01:12:57 GMT",50340574,15.89,中科金财,002657-SZE,2024-09-30,CNY,SZE,15.05,10.0346,788108687.16,1.45
6.44,6.51,"Sun, 06 Oct 2024 01:12:57 GMT",15125424,6.12,雪迪龙,002658-SZE,2024-09-30,CNY,SZE,5.99,8.0537,95012160.34,0.48
5.14,5.18,"Sun, 06 Oct 2024 01:12:57 GMT",110150057,4.75,凯文教育,002659-SZE,2024-09-30,CNY,SZE,4.71,8.4388,545496599.19,0.4
8.46,8.49,"Sun, 06 Oct 2024 01:12:57 GMT",25308504,8.02,茂硕电源,002660-SZE,2024-09-30,CNY,SZE,7.86,8.3227,207777687.32,0.65
9.78,9.78,"Sun, 06 Oct 2024 01:12:57 GMT",13317499,9.31,克明食品,002661-SZE,2024-09-30,CNY,SZE,8.96,9.2737,125365388.8,0.83
3.23,3.25,"Sun, 06 Oct 2024 01:12:57 GMT",55583044,3.06,京威股份,002662-SZE,2024-09-30,CNY,SZE,3.01,9.1216,174929261.04,0.27
1.71,1.71,"Sun, 06 Oct 2024 01:12:57 GMT",73109255,1.6,普邦股份,002663-SZE,2024-09-30,CNY,SZE,1.56,9.6154,120087908.29,0.15
13.8,13.97,"Sun, 06 Oct 2024 01:12:57 GMT",11960734,13.3,信质集团,002664-SZE,2024-09-30,CNY,SZE,12.94,8.2353,161531601.8,1.05
4.23,4.28,"Sun, 06 Oct 2024 01:12:57 GMT",21325872,4.08,德联集团,002666-SZE,2024-09-30,CNY,SZE,3.97,7.3604,88437404.32,0.29
8.5,8.53,"Sun, 06 Oct 2024 01:12:57 GMT",45055146,8.53,威领股份,002667-SZE,2024-09-30,CNY,SZE,7.8,9.3951,371897316.82,0.73
11.63,11.82,"Sun, 06 Oct 2024 01:12:57 GMT",71706692,11.08,TCL智家,002668-SZE,2024-09-30,CNY,SZE,10.74,6.7952,806169227.49,0.74
9.36,9.42,"Sun, 06 Oct 2024 01:12:57 GMT",17446294,8.91,康达新材,002669-SZE,2024-09-30,CNY,SZE,8.79,8.5847,159185647.31,0.74
12.44,12.44,"Sun, 06 Oct 2024 01:12:57 GMT",138009983,12.0,国盛金控,002670-SZE,2024-09-30,CNY,SZE,11.68,9.9912,1675634865.93,1.13
4.14,4.17,"Sun, 06 Oct 2024 01:12:57 GMT",29294905,4.09,龙泉股份,002671-SZE,2024-09-30,CNY,SZE,3.9,8.9474,118991106.55,0.34
4.25,4.29,"Sun, 06 Oct 2024 01:12:57 GMT",20718200,4.0,东江环保,002672-SZE,2024-09-30,CNY,SZE,3.92,8.4184,85457539.85,0.33
8.69,8.69,"Sun, 06 Oct 2024 01:12:57 GMT",256971629,8.61,西部证券,002673-SZE,2024-09-30,CNY,SZE,8.28,10.0,2202091477.15,0.79
9.62,9.75,"Sun, 06 Oct 2024 01:12:57 GMT",6835027,9.19,兴业科技,002674-SZE,2024-09-30,CNY,SZE,8.91,8.0899,63863144.22,0.72
14.1,14.21,"Sun, 06 Oct 2024 01:12:57 GMT",25284181,13.34,东诚药业,002675-SZE,2024-09-30,CNY,SZE,13.24,9.1331,349297584.57,1.18
4.73,4.76,"Sun, 06 Oct 2024 01:12:57 GMT",43364826,4.53,顺威股份,002676-SZE,2024-09-30,CNY,SZE,4.41,8.238,200333316.83,0.36
7.91,8.07,"Sun, 06 Oct 2024 01:12:57 GMT",14067631,7.6,浙江美大,002677-SZE,2024-09-30,CNY,SZE,7.54,7.327,110121768.83,0.54
4.39,4.41,"Sun, 06 Oct 2024 01:12:57 GMT",12147552,4.19,珠江钢琴,002678-SZE,2024-09-30,CNY,SZE,4.06,8.6634,51645826.49,0.35
8.26,8.29,"Sun, 06 Oct 2024 01:12:57 GMT",12077418,7.85,福建金森,002679-SZE,2024-09-30,CNY,SZE,7.55,8.2569,95912942.04,0.63
4.53,4.55,"Sun, 06 Oct 2024 01:12:57 GMT",177565322,4.26,奋达科技,002681-SZE,2024-09-30,CNY,SZE,4.21,9.4203,780909438.14,0.39
4.26,4.29,"Sun, 06 Oct 2024 01:12:57 GMT",50920080,4.09,龙洲股份,002682-SZE,2024-09-30,CNY,SZE,3.93,8.6735,210918258.18,0.34
24.1,24.12,"Sun, 06 Oct 2024 01:12:57 GMT",13297421,22.75,广东宏大,002683-SZE,2024-09-30,CNY,SZE,22.75,9.795,313016550.02,2.15
3.8,3.82,"Sun, 06 Oct 2024 01:12:57 GMT",101970803,3.64,华东重机,002685-SZE,2024-09-30,CNY,SZE,3.51,8.2621,375636965.63,0.29
5.51,5.56,"Sun, 06 Oct 2024 01:12:57 GMT",58294104,5.2,亿利达,002686-SZE,2024-09-30,CNY,SZE,5.08,8.2515,309930911.31,0.42
